ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
,CLUB SPORTIF ET ARTISTIQUE DE N. C.,Comité de la LIGUE NOUVELLE CALEDONIE,,,0,0,35,48,1,0,Non
,WAA WI LUU TENNIS CLUB,Comité de la LIGUE NOUVELLE CALEDONIE,,,0,0,0,19,0,0,Non
24970046,TENNIS CLUB DE WALLIS,Comité de la LIGUE NOUVELLE CALEDONIE,98600,UVEA,2,0,0,3,0,0,Non
24970002,T.C. OLYMPIQUE DE NOUMEA,Comité de la LIGUE NOUVELLE CALEDONIE,98800,NOUMEA,10,0,284,649,2,0,Oui
24970035,AS 6EME SECTION TENNIS,Comité de la LIGUE NOUVELLE CALEDONIE,98800,NOUMEA,2,1,104,150,1,0,Oui
24970037,T.C. RECEIVING,Comité de la LIGUE NOUVELLE CALEDONIE,98807,NOUMEA CEDEX,8,0,159,528,2,0,Oui
24970027,TENNIS CLUB DU MONT-DORE,Comité de la LIGUE NOUVELLE CALEDONIE,98810,MONT DORE,4,0,95,207,1,0,Oui
24970043,TC ALAIN GILLOT OUVEA,Comité de la LIGUE NOUVELLE CALEDONIE,98814,FAYAOUE OUVEA,2,0,0,60,0,0,Oui
24970024,U.S. LIFOU SECTION TENNIS,Comité de la LIGUE NOUVELLE CALEDONIE,98820,LIFOU,2,0,28,105,0,0,Oui
24970016,TENNIS CLUB POINDIMIE,Comité de la LIGUE NOUVELLE CALEDONIE,98822,POINDIMIE,3,0,51,114,0,0,Oui
24970047,TENNIS CLUB DE POUEMBOUT,Comité de la LIGUE NOUVELLE CALEDONIE,98825,POUEMBOUT,3,0,102,177,0,0,Oui
24970050,NENGONE TENNIS CLUB,Comité de la LIGUE NOUVELLE CALEDONIE,98828,TADINE - MARE,0,0,0,60,0,0,Non
24970023,T.C. D'AUTEUIL,Comité de la LIGUE NOUVELLE CALEDONIE,98830,DUMBEA,5,0,167,277,2,0,Oui
24970008,T.C. DE TOUHO,Comité de la LIGUE NOUVELLE CALEDONIE,98831,TOUHO,2,0,6,9,0,0,Non
24970019,T.C. AVIATION CIVILE TONTOUTA,Comité de la LIGUE NOUVELLE CALEDONIE,98840,TONTOUTA,3,0,32,39,1,0,Oui
24970001,T.C. DU MONT COFFYN,Comité de la LIGUE NOUVELLE CALEDONIE,98846,NOUMEA CEDEX,9,0,387,601,2,0,Oui
24970032,AMICALE VIETNAMIENNE DE N.C.,Comité de la LIGUE NOUVELLE CALEDONIE,98846,NOUMEA CEDEX,3,0,15,31,1,0,Oui
24970013,TENNIS CLUB DE L'I. R. D.,Comité de la LIGUE NOUVELLE CALEDONIE,98848,NOUMEA CEDEX,2,0,34,55,1,0,Non
24970007,TENNIS CLUB DE KOUMAC,Comité de la LIGUE NOUVELLE CALEDONIE,98850,KOUMAC,2,0,37,134,0,0,Oui
24970006,KONE T.C.,Comité de la LIGUE NOUVELLE CALEDONIE,98860,KONE,2,0,92,155,0,0,Oui
24970021,BOURAIL CLUB SPORTIF,Comité de la LIGUE NOUVELLE CALEDONIE,98870,BOURAIL,2,0,27,62,1,0,Oui
24970048,TENNIS CLUB D'AZAREU,Comité de la LIGUE NOUVELLE CALEDONIE,98870,BOURAIL,2,0,19,78,1,0,Oui
24970004,TENNIS CLUB DE LA FOA,Comité de la LIGUE NOUVELLE CALEDONIE,98880,LA FOA,3,0,10,12,1,0,Oui
24970053,TENNIS CLUB SARRAMEA,Comité de la LIGUE NOUVELLE CALEDONIE,98882,SARRAMEA,0,0,0,5,0,0,Oui
24970042,T.C. DE PAITA,Comité de la LIGUE NOUVELLE CALEDONIE,98890,PAITA,2,1,90,107,2,0,Oui
