ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
23090705,FERRIERES TENNIS CLUB,ARIEGE,09000,FERRIERES SUR ARIEGE,2,0,26,37,1,3,Non
23090210,FOIX MONTGAILHARD TENNIS,ARIEGE,09000,FOIX,6,3,335,379,32,28,Oui
23090062,MONTOULIEU TENNIS CLUB,ARIEGE,09000,MONTOULIEU,1,0,15,0,0,0,Non
23090728,SAINT PAUL DE JARRAT TENNIS CLUB,ARIEGE,09000,SAINT PAUL DE JARRAT,2,0,5,5,0,0,Non
23090239,AS PTT FOIX TENNIS CLUB,ARIEGE,09000,VERNAJOUL,3,1,19,22,4,5,Oui
23090004,PAMIERS TENNIS CLUB,ARIEGE,09100,PAMIERS,4,2,336,362,33,30,Oui
23090001,AX LES THERMES TENNIS CLUB,ARIEGE,09110,AX LES THERMES,4,2,125,134,13,15,Oui
23090273,VARILHES TENNIS CLUB,ARIEGE,09120,VARILHES,2,0,110,110,14,13,Oui
23090653,LE FOSSAT TENNIS CLUB,ARIEGE,09130,LE FOSSAT,2,0,56,56,12,9,Oui
23090005,SAINT GIRONS TENNIS CLUB,ARIEGE,09200,SAINT GIRONS,4,2,203,229,17,20,Oui
23090297,AUZAT TENNIS CLUB,ARIEGE,09220,AUZAT,2,1,69,71,3,2,Oui
23090667,SAINTE CROIX TENNIS CLUB,ARIEGE,09230,SAINTE CROIX VOLVESTRE,2,0,47,67,10,14,Oui
23090693,LA BASTIDE DE SEROU TENNIS CLUB,ARIEGE,09240,LA BASTIDE DE SEROU,2,0,43,67,0,0,Oui
23090296,LUZENAC TENNIS CLUB,ARIEGE,09250,LUZENAC,2,1,17,18,0,0,Oui
23090527,MAZERES TENNIS CLUB,ARIEGE,09270,MAZERES,2,0,49,65,9,5,Oui
23090003,TENNIS CLUB DU PAYS D'OLMES,ARIEGE,09300,LAVELANET,5,0,32,41,1,1,Oui
23090743,T.C VERNIOLLAIS,ARIEGE,09340,VERNIOLLE,2,0,31,27,2,0,Oui
23090642,BEDEILHAC AYNAT TENNIS CLUB,ARIEGE,09400,BEDEILHAC ET AYNAT,1,0,7,7,0,0,Oui
23090595,MERCUS TENNIS CLUB,ARIEGE,09400,MERCUS GARRABET,1,1,52,46,9,7,Oui
23090124,TARASCON TENNIS CLUB,ARIEGE,09400,TARASCON SUR ARIEGE,2,0,53,44,5,2,Oui
23090676,LA BASTIDE T.C PIGASSOUS,ARIEGE,09500,LA BASTIDE DE BOUSIGNAC,2,0,9,8,0,0,Non
23090427,MIREPOIX TENNIS CLUB,ARIEGE,09500,MIREPOIX,3,0,84,83,8,5,Oui
23090212,LAROQUE D'OLMES TENNIS CLUB,ARIEGE,09600,LAROQUE D OLMES,3,1,110,115,12,7,Oui
23090006,SAVERDUN TENNIS CLUB,ARIEGE,09700,SAVERDUN,4,1,73,72,9,12,Oui
23120650,LE MONASTERE TENNIS CLUB,AVEYRON,12000,LE MONASTERE,1,0,11,12,1,1,Oui
23120217,AS PTT RODEZ TENNIS CLUB,AVEYRON,12000,RODEZ,3,1,50,47,5,8,Oui
23120011,MILLAU TENNIS CLUB,AVEYRON,12100,CREISSELS,3,0,23,21,2,4,Oui
23120010,MILLAU S.O.M TENNIS,AVEYRON,12100,MILLAU,7,1,291,318,37,50,Oui
23120205,CRANSAC LES THERMES AUBIN TENNIS CLUB,AVEYRON,12110,CRANSAC,2,1,33,39,1,1,Oui
23120745,ARVIEU TENNIS CLUB,AVEYRON,12120,ARVIEU-PARELOUP,3,1,33,28,0,0,Oui
23120390,SALMIECH TENNIS CLUB,AVEYRON,12120,SALMIECH,1,1,40,35,0,0,Oui
23120312,SAINT GENIEZ D'OLT TENNIS CLUB,AVEYRON,12130,SAINT GENIEZ D OLT,2,1,61,58,7,4,Oui
23120433,SEVERAC TENNIS CLUB,AVEYRON,12150,SEVERAC LE CHATEAU,2,0,24,29,2,3,Oui
23120469,BARAQUEVILLE TENNIS CLUB,AVEYRON,12160,BARAQUEVILLE,2,2,43,31,4,3,Oui
23120604,REQUISTA TENNIS CLUB,AVEYRON,12170,REQUISTA,2,0,13,18,0,0,Oui
23120014,VILLEFRANCHE DE ROUERGUE T.C,AVEYRON,12200,VILLEFRANCHE DE ROUERGUE,4,2,149,210,28,41,Oui
23120596,LAGUIOLE TENNIS CLUB,AVEYRON,12210,LAGUIOLE,2,1,3,3,0,0,Oui
23120257,RIEUPEYROUX TENNIS CLUB,AVEYRON,12240,RIEUPEYROUX,2,1,61,56,8,15,Oui
23120507,VILLENEUVE D'AVEYRON,AVEYRON,12260,VILLENEUVE D'AVEYRON,2,1,58,77,6,18,Oui
23120481,LA FOUILLADE TENNIS CLUB,AVEYRON,12270,LA FOUILLADE,2,1,30,31,5,7,Oui
23120608,PONT DE SALARS TENNIS CLUB,AVEYRON,12290,PONT DE SALARS,2,1,21,10,0,0,Non
23120370,DECAZEVILLE TENNIS CLUB,AVEYRON,12300,DECAZEVILLE,4,1,129,154,25,36,Oui
