ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
09400032,STADE MONTOIS TENNIS,LANDES,40000,MONT-DE-MARSAN,18,5,363,449,36,55,Oui
09400076,MONT DE MARSAN ASPTT,LANDES,40000,MONT-DE-MARSAN,3,2,56,57,2,5,Oui
09400154,MONTOISE ES,LANDES,40000,MONT-DE-MARSAN,4,0,130,154,18,24,Oui
09400181,BASCONS TIM,LANDES,40090,BASCONS,5,0,32,41,3,5,Oui
09400207,ST MARTIN D'ONEY TC,LANDES,40090,SAINT MARTIN D'ONEY,2,1,54,52,1,3,Oui
09400124,ST PERDON TC,LANDES,40090,SAINT PERDON,2,1,52,34,2,0,Oui
09400026,DAX US,LANDES,40100,DAX,12,5,389,412,44,49,Oui
09400204,DAX ASPTT,LANDES,40100,DAX,1,1,14,14,5,7,Oui
09400260,ARENGOSSE / YGOS TC,LANDES,40110,ARENGOSSE,4,1,16,5,0,0,Oui
09400115,MORCENX CA,LANDES,40110,MORCENX,2,1,42,59,7,11,Oui
09400074,ONESSE RC,LANDES,40110,ONESSE-LAHARIE,3,1,79,76,5,7,Oui
09400062,POUYDESSEAUX TC,LANDES,40120,POUYDESSSEAUX,4,1,99,94,9,11,Oui
09400036,ROQUEFORT TDP,LANDES,40120,ROQUEFORT,4,0,51,62,6,12,Oui
09400148,SARBAZAN ASL,LANDES,40120,SARBAZAN,2,0,61,79,6,11,Oui
09400055,CAPBRETON TC,LANDES,40130,CAPBRETON,6,0,64,69,8,12,Oui
09400233,GAILLOU ASTC,LANDES,40130,CAPBRETON,4,4,138,167,7,27,Oui
09400110,MAGESCQ AS,LANDES,40140,MAGESCQ,2,1,17,23,3,4,Oui
09400041,SOUSTONS AS,LANDES,40140,SOUSTONS,7,0,150,156,15,19,Oui
09400203,ANGRESSE TC,LANDES,40150,ANGRESSE,2,0,62,79,2,4,Oui
09400029,HOSSEGOR TC,LANDES,40150,HOSSEGOR,12,2,260,265,19,25,Oui
09400240,GASTES TC,LANDES,40160,GASTES,2,0,51,50,3,6,Oui
09400035,PARENTIS EN BORN TC,LANDES,40160,PARENTIS-EN-BORN,4,2,145,126,17,19,Oui
09400131,YCHOUX TC,LANDES,40160,YCHOUX,2,0,45,60,2,2,Oui
09400118,BIAS TC,LANDES,40170,BIAS,3,0,28,31,3,5,Oui
09400177,MEZOS TC,LANDES,40170,MEZOS,2,0,47,52,7,9,Oui
09400098,ST JULIEN EN BORN TC,LANDES,40170,SAINT JULIEN EN BORN,3,1,113,108,7,13,Oui
09400129,HEUGAS FR,LANDES,40180,HEUGAS,2,1,87,91,6,7,Oui
09400248,HINX S/ADOUR FRJ,LANDES,40180,HINX SUR ADOUR,2,0,21,21,4,6,Oui
09400111,NARROSSE AS,LANDES,40180,NARROSSE,2,2,78,97,7,12,Oui
09400218,OEYRELUY ESPERANCE,LANDES,40180,OEYRELUY,2,1,46,63,5,9,Oui
09400140,VILLENEUVE DE MARSAN TC,LANDES,40190,VILLENEUVE DE MARSAN,3,0,40,46,2,4,Oui
09400189,AUREILHAN TC,LANDES,40200,AUREILHAN,2,0,25,44,2,4,Oui
09400030,MIMIZAN TC,LANDES,40200,MIMIZAN,8,2,142,173,12,21,Oui
09400236,PONTENX LES FORGES TC,LANDES,40200,PONTENX LES FORGES,1,1,34,41,2,5,Oui
09400158,STE EULALIE EN BORN TC,LANDES,40200,SAINTE EULALIE EN BORN,4,0,47,51,4,6,Oui
09400078,LABOUHEYRE JEUNESSE SPORTIVE,LANDES,40210,LABOUHEYRE,3,1,38,10,3,1,Oui
09400166,LUE TC,LANDES,40210,LUE,2,0,22,29,0,4,Oui
09400151,SOLFERINO TC,LANDES,40210,SOLFERINO,1,0,15,15,0,0,Oui
09400044,TARNOS TURBOMECA ASC,LANDES,40220,TARNOS,4,0,114,92,11,14,Oui
09400083,TARNOS LA PALIBE,LANDES,40220,TARNOS,4,0,150,150,14,23,Oui
09400201,BENESSE MAREMNE TC,LANDES,40230,BENESSE-MAREMNE,3,1,103,111,16,18,Oui
09400198,ST GEOURS DE MAREMNE TC,LANDES,40230,SAINT GEOURS DE MAREMNE,3,1,156,177,11,16,Oui
09400087,TYROSSE US,LANDES,40230,SAINT VINCENT DE TYROSSE,4,0,156,167,11,14,Oui
09400109,SAUBRIGUES FEP,LANDES,40230,SAUBRIGUES,2,0,43,37,6,3,Oui
09400060,TOSSE US,LANDES,40230,TOSSE,3,0,94,90,5,8,Oui
09400142,MUGRON FJ,LANDES,40250,MUGRON,2,1,62,78,7,9,Oui
09400235,SOUPROSSE TC,LANDES,40250,SOUPROSSE,2,0,41,57,0,2,Oui
09400048,CASTETS TC,LANDES,40260,CASTETS,4,1,71,86,7,14,Oui
09400064,LINXE RC,LANDES,40260,LINXE,2,2,68,73,7,12,Oui
09400027,GRENADE TC,LANDES,40270,GRENADE-SUR-ADOUR,3,0,137,131,11,18,Oui
