ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
,DEAUVILLE LAWN TENNIS CLUB,CALVADOS,,,0,0,0,0,0,0,Non
18140006,CAEN TC ,CALVADOS,14000,CAEN,16,8,911,1232,38,58,Oui
18140268,CAEN LA BUTTE,CALVADOS,14000,CAEN,2,2,21,19,0,0,Oui
18140286,CAEN ASC BNP PARIBAS,CALVADOS,14000,CAEN,0,1,6,9,1,1,Oui
18140315,CAEN CHEMIN VERT ASL,CALVADOS,14000,CAEN,2,1,39,29,2,3,Oui
18140356,CAEN MALADRERIE TENNIS ,CALVADOS,14000,CAEN,2,1,155,141,6,12,Oui
18140552,CAEN CALVAIRE SAINT PIERRE SPORTS ,CALVADOS,14000,CAEN,2,3,43,51,4,6,Oui
18140164,CAEN ETUDIANTS CLUB,CALVADOS,14032,CAEN CEDEX,5,3,0,4,0,0,Oui
18140016,LISIEUX TCA,CALVADOS,14100,LISIEUX,4,3,358,383,12,28,Oui
18140496,CONDE SUR NOIREAU TC  ,CALVADOS,14110,CONDE SUR NOIREAU,5,1,144,155,8,26,Oui
18140703,LOUVIGNY TC ,CALVADOS,14111,LOUVIGNY,2,1,200,213,9,21,Oui
18140176,CAEN AS NXP Tennis,CALVADOS,14112,BIEVILLE BEUVILLE,2,3,0,8,3,5,Non
18140579,BIEVILLE TC LA POMMERAIE,CALVADOS,14112,BIEVILLE BEUVILLE,2,3,204,231,10,18,Oui
18140650,BIEVILLE BEUVILLE CLUB MUNICIPAL,CALVADOS,14112,BIEVILLE-BEUVILLE,3,1,89,86,3,4,Oui
18140026,VER SUR MER TC ,CALVADOS,14114,VER SUR MER,9,1,155,277,3,10,Oui
18140001,ARROMANCHES TENNIS PORT WINSTON,CALVADOS,14117,TRACY SUR MER,4,1,79,91,0,3,Oui
18140253,MONDEVILLE USO  ,CALVADOS,14120,MONDEVILLE,3,2,204,193,21,33,Oui
18140180,CAEN GUERINIERES SPORTS,CALVADOS,14123,CORMELLES LE ROYAL,2,0,30,32,5,10,Oui
18140463,CORMELLES LE ROYAL ,CALVADOS,14123,CORMELLES LE ROYAL,3,2,108,128,10,14,Oui
18140791,FLEURY TENNIS CLUB,CALVADOS,14123,FLEURY SUR ORNE,0,0,23,0,0,0,Non
18140388,IFS AMICALE DU TENNIS ,CALVADOS,14123,IFS,3,3,339,363,17,29,Oui
18140713,MONT SAINT LEGER,CALVADOS,14130,PONT L EVEQUE,7,1,13,51,0,1,Oui
18140235,Tennis Club Blangy Pont-L'Evêque Intercom ,CALVADOS,14130,PONT L'EVEQUE,2,2,130,136,1,2,Oui
18140293,LIVAROT ESL TENNIS ,CALVADOS,14140,Livarot,4,2,167,179,8,13,Oui
18140019,OUISTREHAM RIVA BELLA TC  ,CALVADOS,14150,OUISTREHAM,6,3,217,289,7,23,Oui
18140021,SAINT PIERRE SUR DIVES TC ,CALVADOS,14170,ST PIERRE SUR DIVES,3,1,38,57,0,2,Oui
18140292,HEROUVILLE ST CLAIR ELSH TENNIS,CALVADOS,14200,HEROUVILLE,3,4,197,201,11,20,Oui
18140719,CAEN ST JEAN DE EUDES TC,CALVADOS,14200,HEROUVILLE SAINT CLAIR,2,0,20,25,5,7,Oui
18140677,BARON SUR ODON (TC 2O) ,CALVADOS,14210,BARON SUR ODON,2,0,141,164,5,18,Oui
18140651,THURY HARCOURT TCH,CALVADOS,14220,PLACY,2,1,54,66,3,4,Oui
18140366,CAHAGNES CTC ,CALVADOS,14240,CAHAGNES,1,1,71,41,2,2,Oui
18140228,CAUMONT L EVENTE TC,CALVADOS,14240,CAUMONT L'EVENTE,2,1,5,9,0,0,Oui
18140570,CORMOLAIN TC,CALVADOS,14240,CORMOLAIN,1,1,22,28,2,4,Oui
18140528,TILLY SUR SEULLES,CALVADOS,14250,TILLY SUR SEULLES,2,1,16,24,5,7,Oui
18140208,AUNAY SUR ODON,CALVADOS,14260,AUNAY SUR ODON,2,1,10,12,2,4,Oui
18140018,MEZIDON CANON USC,CALVADOS,14270,MEZIDON,2,2,77,93,6,10,Oui
18140161,ORBEC TC ,CALVADOS,14290,ORBEC EN AUGE,4,2,196,210,10,17,Oui
18140239,VILLERS BOCAGE TC,CALVADOS,14310,VILLERS BOCAGE,3,2,128,126,10,19,Oui
18140564,FONTENAY LE MARMION,CALVADOS,14320,MAY SUR ORNE,1,1,8,8,0,0,Oui
18140572,FEUGUEROLLES BULLY,CALVADOS,14320,MAY SUR ORNE,2,1,28,41,0,4,Non
18140439,SAINT ANDRE SUR ORNE USSA ,CALVADOS,14320,ST MARTIN DE FONTENAY,0,2,104,108,2,6,Oui
18140224,LE MOLAY LITTRY TC,CALVADOS,14330,LE MOLAY LITTRY,4,1,96,111,7,13,Oui
18140216,CREVECOEUR EN AUGE TC,CALVADOS,14340,CAMBREMER,0,0,24,24,0,0,Oui
18140788,TROUVILLE TENNIS CLUB,CALVADOS,14360,TROUVILLE,7,0,21,76,0,1,Non
18140556,AIRAN TC,CALVADOS,14370,AIRAN,2,0,0,0,0,0,Oui
18140354,ARGENCES TC ,CALVADOS,14370,ARGENCES,2,1,134,151,3,10,Oui
18140710,BELLENGREVILLE TC,CALVADOS,14370,BELLENGREVILLE,1,0,21,38,2,5,Oui
18140405,MOULT TC ,CALVADOS,14370,MOULT,3,0,77,92,1,6,Oui
18140004,CABOURG GARDEN TENNIS ,CALVADOS,14390,CABOURG,16,4,202,302,13,27,Oui
18140789,CABOURG TENNIS CLUB SPORTING,CALVADOS,14390,CABOURG,5,0,4,24,0,0,Non
18140002,BAYEUX TC ,CALVADOS,14400,BAYEUX,10,3,241,244,7,16,Oui
18140530,BAYEUX TC DES ETS HOSPITALIER DU BESSIN ,CALVADOS,14400,BAYEUX,2,0,96,91,5,11,Oui
18140311,POTIGNY TC ,CALVADOS,14420,POTIGNY,2,0,127,130,5,10,Oui
18140486,DOUVRES TC,CALVADOS,14440,DOUVRES,3,3,240,238,9,20,Oui
18140198,GRANDCAMP MAISY TC,CALVADOS,14450,GRANDCAMP MAISY,2,2,70,70,2,8,Oui
18140154,COLOMBELLES TC LEO LAGRANGE,CALVADOS,14460,COLOMBELLES,2,0,44,34,4,5,Oui
18140009,COURSEULLES SUR MER TC ,CALVADOS,14470,COURSEULLES,9,1,119,147,5,7,Oui
18140655,CREULLY TC,CALVADOS,14480,CREULLY,2,1,183,191,8,20,Oui
18140024,VIRE USM,CALVADOS,14500,VIRE,4,5,267,278,9,24,Oui
18140014,HOULGATE SC,CALVADOS,14510,HOULGATE,12,0,120,150,8,22,Oui
18140541,PORT EN BESSIN TC,CALVADOS,14520,PORT EN BESSIN,2,1,22,28,2,2,Oui
18140017,LUC SUR MER TC,CALVADOS,14530,LUC SUR MER,8,0,162,193,6,16,Oui
18140612,GRENTHEVILLE TC,CALVADOS,14540,GRENTHEVILLE,2,0,89,100,7,10,Oui
18140401,SOLIERS TC ,CALVADOS,14540,SOLIERS,2,2,115,139,6,13,Oui
18140025,BLAINVILLE SUR ORNE AS RENAULT TRUCK,CALVADOS,14550,BLAINVILLE SUR ORNE,1,1,16,18,3,4,Oui
18140514,BLAINVILLE SUR ORNE USM ,CALVADOS,14550,BLAINVILLE SUR ORNE,3,2,148,184,11,22,Oui
18140488,CLECY TC,CALVADOS,14570,CLECY,2,0,3,5,0,0,Non
18140013,HONFLEUR TC,CALVADOS,14600,HONFLEUR,9,6,189,220,4,9,Oui
18140699,CAMBES EN PLAINE TC,CALVADOS,14610,CAMBES EN PLAINE,2,1,89,91,4,7,Oui
18140680,EPRON AS,CALVADOS,14610,EPRON,2,1,76,80,3,6,Oui
18140206,CAGNY CT,CALVADOS,14630,CAGNY,2,1,59,69,4,12,Oui
