ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
03030071,S.C AVERMES,ALLIER,03000,AVERMES,4,0,130,146,13,18,Oui
03030309,T.C BRESSOLLOIS,ALLIER,03000,BRESSOLLES,2,0,63,47,8,6,Oui
03030238,T.C NEUVY LES MOULINS,ALLIER,03000,NEUVY,2,0,79,80,10,14,Oui
03030389,RACING CLUB TENNIS MONTLUCON,ALLIER,03100,LAVAULT STE ANNE,3,1,80,67,11,0,Non
03030007,ELECTRIC CLUB MONTLUCON,ALLIER,03100,MONTLUCON,1,1,20,21,6,7,Non
03030008,E.D.S MONTLUCON,ALLIER,03100,MONTLUCON,5,1,107,127,6,11,Oui
03030009,ILETS SPORTS MONTLUCON,ALLIER,03100,MONTLUCON,4,1,106,111,4,7,Oui
03030384,TEAM TENNIS MONTLUCON,ALLIER,03100,MONTLUCON,0,1,113,126,7,15,Oui
03030268,T.C ST PONT,ALLIER,03110,ST PONT,1,0,58,60,8,12,Oui
03030345,T.C VENDAT,ALLIER,03110,VENDAT,2,0,74,92,9,15,Oui
03030005,T.C LAPALISSE,ALLIER,03120,LAPALISSE,3,0,60,71,4,6,Oui
03030059,A.S.T CHANTELLE,ALLIER,03140,CHANTELLE,2,0,23,33,1,4,Oui
03030236,T.C ETROUSSAT,ALLIER,03140,ETROUSSAT,1,0,10,13,8,0,Non
03030388,ASSOCIATION RONGEROISE TENNIS,ALLIER,03150,RONGERES,0,0,16,14,0,0,Non
03030041,TIC VARENNES FORTERRE,ALLIER,03150,VARENNES SUR ALLIER,4,0,64,101,10,10,Oui
03030001,T.C BOURBONNAIS,ALLIER,03160,BOURBON L ARCHAMBAULT,4,0,89,104,9,18,Oui
03030264,T.C ST AUBINOIS,ALLIER,03160,SAINT AUBIN LE MONIAL,1,0,12,11,3,4,Non
03030247,T.C YGRANDAIS,ALLIER,03160,YGRANDE,1,0,3,4,0,0,Non
03030382,TC DOYET,ALLIER,03170,DOYET,2,2,37,36,5,6,Oui
03030203,T.C ESTIVAREILLES-VAUX,ALLIER,03190,ESTIVAREILLES,2,1,71,80,11,13,Oui
03030073,VALLON EN SULLY CHAZEMAIS TENNIS,ALLIER,03190,VALLON EN SULLY,4,0,84,104,8,16,Oui
03030286,T.C DE SOUVIGNY,ALLIER,03210,SOUVIGNY,2,0,37,53,5,8,Oui
03030304,T.C JALIGNY,ALLIER,03220,JALIGNY,1,1,26,21,4,5,Oui
03030244,T.C CHEVAGNES,ALLIER,03230,CHEVAGNES,2,0,53,57,9,10,Oui
03030277,T.C GANNAY,ALLIER,03230,GANNAY SUR LOIRE,1,0,12,28,1,1,Oui
03030150,C.T TRONGET,ALLIER,03240,TRONGET,2,1,0,0,3,12,Oui
03030380,TC MONTAGNE BOURBONNAISE,ALLIER,03250,LE MAYET DE MONTAGNE,0,2,47,49,6,5,Oui
03030072,T.C BILLY,ALLIER,03260,BILLY,2,0,16,29,0,0,Oui
03030161,T.C ST GERMAIN CRECHY,ALLIER,03260,ST GERMAIN DES FOSSES,3,1,80,109,12,22,Oui
03030291,T.C AMICALE ST YORRE,ALLIER,03270,ST YORRE,2,0,19,25,3,4,Non
03030003,A.S DOMPIERRE,ALLIER,03290,DOMPIERRE SUR BESBRE,2,1,87,78,8,12,Oui
03030315,TC CREUZIER LE NEUF,ALLIER,03300,CREUZIER LE NEUF,1,0,11,20,0,1,Oui
03030296,T.C CREUZIEROIS,ALLIER,03300,CREUZIER LE VIEUX,2,1,65,91,9,13,Oui
03030043,T.C CUSSET,ALLIER,03300,CUSSET,4,2,280,287,23,38,Oui
03030013,A.S NERIS,ALLIER,03310,NERIS LES BAINS,4,1,197,188,12,18,Oui
03030383,TENNIS CLUB VILLEBRETOIS,ALLIER,03310,VILLEBRET,3,0,27,29,5,4,Oui
03030136,T.C LURCY LEVIS,ALLIER,03320,LURCY LEVIS,2,1,71,73,13,13,Oui
03030048,T.C BELLENAVES,ALLIER,03330,BELLENAVES,2,0,44,60,5,8,Oui
03030373,U.T. LOUROUX ECHASSIERES,ALLIER,03330,ECHASSIERES,2,0,11,23,2,2,Oui
03030198,T.C BESSAY,ALLIER,03340,BESSAY SUR ALLIER,2,0,42,54,8,10,Oui
03030053,T.C CHAPEAU,ALLIER,03340,CHAPEAU,2,0,23,25,1,1,Non
03030148,A.S NEUILLY LE REAL,ALLIER,03340,NEUILLY LE REAL,2,0,84,103,14,16,Oui
03030363,ASSOCIATION SPORTIVE DE CERILLY,ALLIER,03350,CERILLY,2,0,50,63,6,7,Oui
03030089,T.C AINAY LE CHATEAU,ALLIER,03360,AINAY LE CHATEAU,2,0,55,70,10,15,Oui
03030098,T.C DE MEAULNE,ALLIER,03360,MEAULNE,2,0,14,34,0,0,Non
03030168,T,C HURIEL,ALLIER,03380,HURIEL,2,1,30,48,4,8,Oui
03030109,A.S MONTMARAULT,ALLIER,03390,MONTMARAULT,2,1,0,16,0,0,Oui
03030336,T.C TOULON,ALLIER,03400,TOULON SUR ALLIER,2,0,53,59,10,13,Oui
03030010,MOULINS TENNIS,ALLIER,03400,YZEURE,8,0,229,264,17,33,Oui
03030077,A.S YZEURE,ALLIER,03400,YZEURE,4,4,180,186,19,32,Oui
03030006,A.S MONTLUCON SAGEM,ALLIER,03410,DOMERAT,6,1,78,85,9,13,Oui
03030190,T.C DOMERAT,ALLIER,03410,DOMERAT,3,1,81,82,9,10,Oui
03030092,T.C MARCILLAT,ALLIER,03420,MARCILLAT EN COMBRAILLE,2,0,66,78,9,12,Oui
03030056,C.S COSNE,ALLIER,03430,COSNE D ALLIER,3,1,48,42,4,9,Oui
03030103,T.C VILLEFRANCHE D'ALLIER,ALLIER,03430,VILLEFRANCHE D ALLIER,2,1,38,41,5,5,Oui
03030047,T.C EBREUIL,ALLIER,03450,EBREUIL,2,0,70,66,6,11,Oui
03030260,T.C PIERREFITOIS,ALLIER,03470,PIERREFITTE SUR LOIRE,2,0,41,47,10,10,Oui
03030351,T.C SALIGNOIS,ALLIER,03470,SALIGNY SUR ROUDON,2,0,33,17,6,3,Oui
03030154,S.C BAYET,ALLIER,03500,BAYET,3,0,35,43,6,8,Non
03030014,SAINT POURCAIN OLYMPIQUE TENNIS,ALLIER,03500,ST POURCAIN SUR SIOULE,4,0,107,101,7,14,Oui
03030002,U.S.P COMMENTRY,ALLIER,03600,COMMENTRY,2,1,131,134,16,25,Oui
03030076,A.S.T DESERTINES,ALLIER,03630,DESERTINES,4,0,82,83,12,11,Oui
03030015,SPORTING VICHY-BELLERIVE TENNIS,ALLIER,03700,BELLERIVE SUR ALLIER,13,4,175,207,12,16,Oui
03030179,T.C BELLERIVE,ALLIER,03700,BELLERIVE SUR ALLIER,3,1,150,154,14,17,Oui
03030039,A.S.P.T.T VICHY,ALLIER,03700,BELLERIVE/ALLIER,3,0,8,23,0,2,Oui
03030004,T.C GANNAT,ALLIER,03800,GANNAT,2,2,225,219,12,27,Oui
03030340,T.C JENZAT,ALLIER,03800,JENZAT,1,0,41,42,2,3,Non
03150016,T.C AURILLACOIS,CANTAL,15000,AURILLAC,10,4,275,324,30,41,Oui
