ClubID,Name,Ligue,Zip,City,Outdoor,Indoor,Players,Players-1AN,Teams,Teams-1AN,School?
01670001,T.C. DE STRASBOURG,BAS RHIN,67000,STRASBOURG,18,8,886,1081,18,39,Oui
01670005,AS CHEMINOTS DE STRASBOURG,BAS RHIN,67000,STRASBOURG,3,1,58,66,6,6,Oui
01670010,STRASBOURG UNIVERSITE CLUB,BAS RHIN,67000,STRASBOURG,7,0,40,128,3,5,Oui
01670012,TENNIS CLUB EUROPE,BAS RHIN,67000,STRASBOURG,4,0,47,138,0,1,Oui
01670067,CSA GARNISON STRASBOURG,BAS RHIN,67000,STRASBOURG,3,2,228,222,4,9,Oui
01670008,ILL T.C. STRASBOURG,BAS RHIN,67000,STRASBOURG ROBERTSAU,4,5,646,679,15,28,Oui
01670170,A.S.L.ROBERTSAU,BAS RHIN,67000,STRASBOURG ROBERTSAU,4,2,304,310,11,28,Oui
01670011,T.C. MEINAU,BAS RHIN,67100,STRASBOURG,8,2,273,285,11,23,Oui
01670053,S.G.S LA FRATERNELLE STRASBOURG,BAS RHIN,67100,STRASBOURG,4,2,208,203,11,19,Oui
01670186,S.L. CONSTANTIA,BAS RHIN,67100,STRASBOURG,2,0,9,9,1,2,Oui
01670132,T.C.GUNDERSHOFFEN,BAS RHIN,67110,GUNDERSHOFFEN,2,0,8,26,0,0,Oui
01670019,T.C. NIEDERBRONN,BAS RHIN,67110,NIEDERBRONN,4,1,70,84,5,10,Oui
01670133,T.C.REICHSHOFFEN,BAS RHIN,67110,REICHSHOFFEN,4,2,104,111,14,20,Oui
01670139,A.S. ET C.BREUCHWICKERSHEIM,BAS RHIN,67112,BREUCHWICKERSHEIM,2,0,66,89,3,12,Oui
01670166,T C ESCHAU,BAS RHIN,67114,ESCHAU,3,2,145,172,7,11,Oui
01670287,TENNIS CLUB DE PLOBSHEIM,BAS RHIN,67115,PLOBSHEIM,3,2,157,158,9,18,Oui
01670050,T C REICHSTETT,BAS RHIN,67116,REICHSTETT,5,2,156,185,17,28,Oui
01670298,FURDENHEIM AS CULT. SP. LOISIR,BAS RHIN,67117,FURDENHEIM,2,0,53,82,4,9,Oui
01670080,T.C. ACKERLAND ITTENHEIM,BAS RHIN,67117,ITTENHEIM,3,1,89,102,3,7,Oui
01670059,A.S. GEISPOLSHEIM-GARE,BAS RHIN,67118,GEISPOLSHEIM GARE,4,2,190,244,12,26,Oui
01670242,TENNIS ALTORF CLUB,BAS RHIN,67120,ALTORF,2,0,0,7,0,0,Non
01670263,SPORT ET DETENTE DORLISHEIM,BAS RHIN,67120,DORLISHEIM,2,0,24,26,3,2,Non
01670208,T C DUPPIGHEIM,BAS RHIN,67120,DUPPIGHEIM,3,0,63,68,5,6,Oui
01670174,LA CONCORDE 1913 DUTTLENHEIM,BAS RHIN,67120,DUTTLENHEIM,2,0,36,43,2,3,Oui
01670135,T.C.ERNOLSHEIM S/BRUCHE,BAS RHIN,67120,ERNOLSHEIM/BRUCHE,2,0,11,20,0,1,Oui
01670023,TCVB SCHIRMECK,BAS RHIN,67130,SCHIRMECK,4,2,167,215,9,19,Oui
01670196,T.C. WISCHES,BAS RHIN,67130,WISCHES,2,1,13,43,4,5,Oui
01670129,T.C. D'ANDLAU,BAS RHIN,67140,ANDLAU,2,0,15,29,3,3,Oui
01670014,T.C. BARR,BAS RHIN,67140,BARR,3,0,103,142,5,10,Oui
01670016,TC ERSTEIN,BAS RHIN,67150,ERSTEIN,4,1,221,224,10,18,Oui
01670282,TENNIS CLUB GERSTHEIM,BAS RHIN,67150,GERSTHEIM,2,1,82,91,5,11,Oui
01670245,CERCLE ST-ETIENNE HINDISHEIM,BAS RHIN,67150,HINDISHEIM,2,0,13,33,2,2,Non
01670340,ILLWALD TENNIS HIPSHEIM,BAS RHIN,67150,HIPSHEIM,0,2,4,27,0,2,Oui
01670202,SPORT DETENTE NORDHOUSE,BAS RHIN,67150,NORDHOUSE,2,0,15,14,2,2,Oui
01670281,TENNIS CLUB ALTENSTADT,BAS RHIN,67160,ALTENSTADT,2,2,188,218,17,28,Oui
01670347,TC SCHLEITHAL,BAS RHIN,67160,SCHLEITHAL,2,1,94,101,9,19,Oui
01670264,SEEBACH TENNIS CLUB,BAS RHIN,67160,SEEBACH,2,0,13,27,3,2,Oui
01670219,TENNIS CLUB STEINSELTZ,BAS RHIN,67160,STEINSELTZ,2,0,70,87,12,19,Oui
01670027,T.C. WISSEMBOURG,BAS RHIN,67160,WISSEMBOURG,2,2,136,157,14,23,Oui
01670325,T.C. BERNOLSHEIM,BAS RHIN,67170,BERNOLSHEIM,1,0,0,6,0,0,Non
01670070,T C BRUMATH,BAS RHIN,67170,BRUMATH,4,3,219,256,12,31,Oui
01670018,T.C. MOLSHEIM MUTZIG,BAS RHIN,67190,MUTZIG,8,3,280,317,7,21,Oui
01670006,ELECTRICITE STRASBOURG A.S.,BAS RHIN,67200,STRASBOURG,4,2,149,161,16,25,Oui
01670056,F C KRONENBOURG,BAS RHIN,67200,STRASBOURG,5,2,195,223,10,27,Oui
01670112,A.S. ELSAU TENNIS,BAS RHIN,67200,STRASBOURG,6,2,106,116,6,11,Oui
01670290,TC DES ROMAINS,BAS RHIN,67200,STRASBOURG,4,2,128,152,4,6,Oui
01670007,ASPTT STRASBOURG,BAS RHIN,67200,STRASBOURG KOENIGSHOFFEN,8,2,199,260,9,16,Oui
01670149,T.C. ECKBOLSHEIM,BAS RHIN,67201,ECKBOLSHEIM,2,1,136,131,5,10,Oui
01670141,T.C.WOLFISHEIM,BAS RHIN,67202,WOLFISHEIM,3,2,234,250,14,25,Oui
01670150,TC ACHENHEIM,BAS RHIN,67204,ACHENHEIM,3,0,13,14,3,3,Non
01670157,T.C. OBERHAUSBERGEN,BAS RHIN,67205,OBERHAUSBERGEN,5,2,251,255,12,22,Oui
01670052,T.C. COLLINE MITTELHAUSBERGEN,BAS RHIN,67206,MITTELHAUSBERGEN,3,1,80,105,5,8,Oui
01670020,T C OBERNAI,BAS RHIN,67213,OBERNAI,7,4,350,401,19,29,Oui
01670060,T.C. DE LA VALLEE DE VILLE,BAS RHIN,67220,VILLE,4,2,117,105,10,17,Oui
01670029,T.C. BENFELD,BAS RHIN,67230,BENFELD,4,2,161,156,9,19,Oui
01670292,WESTHOUSE TENNIS CLUB,BAS RHIN,67230,WESTHOUSE,3,1,121,109,10,19,Oui
01670089,T.C. BISCHWILLER,BAS RHIN,67240,BISCHWILLER,6,4,296,351,18,36,Oui
01670230,TENNIS CLUB GRIES,BAS RHIN,67240,GRIES,2,1,67,81,7,10,Oui
01670137,T.C.KALTENHOUSE,BAS RHIN,67240,KALTENHOUSE,3,2,165,206,14,28,Oui
01670175,T.C. KURTZENHOUSE,BAS RHIN,67240,KURTZENHOUSE,1,1,11,20,1,1,Non
01670115,T.C OBERHOFFEN/MODER,BAS RHIN,67240,OBERHOFFEN SUR MODER,4,2,175,187,15,30,Oui
01670203,T C DE SCHIRRHEIN SCHIRRHOFFEN,BAS RHIN,67240,SCHIRRHEIN,2,0,37,45,2,6,Oui
01670210,TENNIS CLUB HOFFEN,BAS RHIN,67250,HOFFEN,2,1,62,93,8,13,Oui
01670320,HUNSPACH T.C.,BAS RHIN,67250,HUNSPACH,2,0,22,30,2,2,Oui
01670227,TENNIS CLUB DE PECHELBRONN,BAS RHIN,67250,MERKWILLER PECHELBRONN,2,0,25,34,2,3,Oui
01670134,T C SOULTZ/FORETS,BAS RHIN,67250,SOULTZ SOUS FORETS,2,0,38,32,0,3,Oui
01670187,T.C. DE SURBOURG,BAS RHIN,67250,SURBOURG,2,1,55,67,4,4,Oui
01670211,TENNIS CLUB HERBITZHEIM,BAS RHIN,67260,HERBITZHEIM,2,2,95,107,6,7,Oui
01670299,KESKASTEL TENNIS CLUB,BAS RHIN,67260,KESKASTEL,2,1,69,41,6,6,Oui
01670095,T.C. SARRE UNION,BAS RHIN,67260,SARRE-UNION,2,1,55,81,4,3,Oui
01670100,TC HOCHFELDEN,BAS RHIN,67270,HOCHFELDEN,2,0,60,67,3,9,Oui
01670250,AS SOCIO CULTURELLE SPORTIVE DE DURNINGEN-KIENHEIM,BAS RHIN,67270,KIENHEIM,2,0,39,59,0,0,Oui
01670155,T.C. SCHWINDRATZHEIM,BAS RHIN,67270,SCHWINDRATZHEIM,2,0,60,71,7,9,Oui
01670226,TENNIS CLUB URMATT,BAS RHIN,67280,URMATT,2,1,154,128,6,11,Oui
